0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,label
-700.04803,58.141853,-2.5586066,15.606677,4.6350527,3.5391414,-6.117565,-0.3824482,-13.6159,-0.36257142,-1.508356,-0.88440007,-0.019431375,-1.9431808,-1.1695704,2.2041264,-5.30862,-0.8052728,-2.201983,-0.21287878,-6.491991,-0.116633594,-2.5802991,-4.4166455,-1.6603626,-0.9539895,-4.6195726,-0.077804245,-1.7321768,-0.34443226,-1.482878,-2.7266297,-2.0602062,-2.5263205,-2.4850087,-2.2882392,-0.33125415,-2.5409374,-2.7235923,-2.3176184,0.7703799,0.8048228,0.76162916,0.7147401,0.700432,0.69356745,0.7027197,0.7483502,0.7758344,0.7662768,0.764072,0.7429784,1.358915e-06,5.6023975e-05,0.0036254113,0.020953525,0.03141041,0.017690714,0.0034539304,0.018616406,0.024682738,0.020464245,0.021968795,0.010749037,0.007950585,0.0073048603,0.015113645,0.03642439,0.049865615,0.012949319,0.009532924,0.018301418,0.038851254,0.013682924,0.002040747,0.003925723,0.012420339,0.01845865,0.0027742127,0.00071921805,0.0008567917,0.0008185851,0.00031506887,0.00018708299,0.00019912639,0.00030315475,0.00063003966,0.00092961674,0.0006304367,0.00043305146,0.00021547683,0.0005354472,0.0018233744,0.0011030148,0.0014509303,0.0035038004,0.004621397,0.001577153,0.00056038296,0.00045139567,0.0008144859,0.0006439476,0.00039966864,0.00079730304,0.00089004124,0.0006263282,0.0010307666,0.0008962936,0.0008486031,0.00051888736,0.00043668188,0.00031842693,0.00024969294,0.0010665966,0.00091285084,6.3564e-05,6.1529914e-05,0.00013117747,9.6592295e-05,0.00013276513,0.000109544635,0.00038482487,0.0006547614,0.0005716197,0.0006280861,0.00030879438,0.00018920832,8.7229295e-05,9.632126e-05,8.859306e-05,9.595848e-05,0.0001462689,0.00017484804,0.00019347266,0.00026949312,0.00036348499,0.00030704233,0.00044366257,0.000115775416,5.5973716e-05,1.9295816e-05,1.1973312e-05,1.5316733e-05,2.269659e-05,3.819901e-05,4.8845737e-05,3.899782e-05,8.29187e-05,7.77235e-05,4.6221023e-05,5.9433743e-05,3.0825922e-05,2.2588101e-05,2.6567504e-05,3.7034588e-05,3.1907777e-05,2.0409574e-05,1.5511523e-05,1.05144245e-05,7.888951e-06,5.7548523e-06,4.1325875e-06,3.884106e-06,4.6290006e-06,4.537884e-06,6.6180246e-06,5.0419458e-06,3.0823057e-06,2.0722543e-06,2.6549324e-06,2.8485865e-06,3.1178706e-06,2.1117896e-06,1.1111891e-06,6.3214486e-07,6.485577e-07,3.5867208e-07,5.7365163e-08,5.954727e-09,2.025067e-10,neutral
-695.1851,58.72073,-4.8757935,19.315145,5.611961,2.9712064,-4.3853626,-2.4032483,-14.377567,1.2576108,-1.6031674,-0.36167073,-1.0886658,-1.3438927,-1.8727345,1.9826685,-5.9008408,0.2313792,-2.9789,1.4163179,-6.1801376,-0.30422053,-2.4289923,-4.4184947,-0.81476104,-1.581902,-4.771959,1.1700104,-2.1047919,-0.10762913,-1.1224825,-3.063973,-1.7118422,-2.9297943,-2.519809,-1.3286662,-0.74735856,-3.6443973,-2.6420186,-2.8815248,0.7591975,0.7764072,0.71362966,0.66805446,0.6996247,0.68432355,0.70336455,0.74131817,0.7653635,0.75601363,0.75641227,0.7386258,1.92232e-06,7.979165e-05,0.0034154328,0.018773738,0.05144107,0.029041631,0.0034086737,0.010927774,0.029464342,0.04159801,0.03556145,0.00861289,0.0060551073,0.0062477337,0.023652278,0.039738636,0.050466254,0.0195439,0.010796724,0.01040557,0.020218708,0.02579041,0.008063149,0.0016942318,0.0037860211,0.018220352,0.017372936,0.0028552092,0.00032638997,0.00035098384,0.00052524096,0.00039685343,0.00018088262,0.00016864989,0.00040598115,0.0006126165,0.00065013743,0.0010630985,0.0004941613,0.00022018378,0.00044145627,0.0017909948,0.005838061,0.004321098,0.0016326774,0.0021853668,0.0014875624,0.00085925404,0.00056338776,0.00043033078,0.0014574884,0.00071046734,0.0005763008,0.00073217205,0.00083958934,0.00141963,0.00039874282,0.00034413615,0.00061415136,0.00032873757,0.00010403953,0.00044733705,0.00034449063,5.3710337e-05,8.842547e-05,0.00014482027,7.999263e-05,0.000112993825,7.762986e-05,0.00025069615,0.00022750389,0.00027886027,0.0005613558,0.00038913102,0.0002721271,8.816242e-05,0.00010621489,6.506176e-05,6.797067e-05,9.643757e-05,0.00013637482,0.00015991746,0.00025487752,0.0001983416,0.00028708437,0.00038648094,0.00032555402,0.00012905906,4.7390487e-05,1.8610088e-05,1.153074e-05,2.5756572e-05,5.566214e-05,8.0028076e-05,4.939211e-05,3.0143798e-05,3.5943267e-05,5.1466504e-05,6.207647e-05,2.0733374e-05,2.1044558e-05,2.4137908e-05,2.2028871e-05,3.1409505e-05,3.3420547e-05,2.5659656e-05,1.5866657e-05,1.4677384e-05,6.1717114e-06,4.9909518e-06,4.561134e-06,3.4774712e-06,6.477884e-06,7.365358e-06,4.747728e-06,3.9469815e-06,4.3188943e-06,4.4127974e-06,5.2872833e-06,5.006216e-06,4.465531e-06,3.2998935e-06,2.0986752e-06,1.6657533e-06,4.245678e-07,8.483594e-08,7.630408e-09,2.0411332e-10,neutral
-693.6901,61.060158,-2.8490763,16.58725,2.475742,3.980026,-4.8036737,-2.7741344,-12.816862,-1.3138356,-1.6425295,-0.78807616,-0.056478623,-1.7009207,-3.5722902,2.2957795,-6.1905727,-2.019917,-0.83147067,0.8475111,-5.9624844,-0.5472873,-2.3049045,-3.118966,-1.4301326,-0.30523977,-4.102889,-0.46674508,-1.9492196,-0.59109914,-1.4518621,-2.5401888,-1.9471494,-2.3866084,-2.2510247,-2.516198,-0.5486758,-3.3002565,-2.9285083,-2.8335004,0.78344244,0.80546165,0.77676606,0.74352235,0.7145403,0.6854311,0.68967736,0.73529446,0.7810317,0.7697151,0.71910995,0.72827345,3.2168755e-06,6.1583596e-05,0.0034501036,0.022065973,0.05019407,0.016030684,0.0036873694,0.02189527,0.027037572,0.050233502,0.03531355,0.014593502,0.010130549,0.0072149155,0.03159279,0.050810818,0.029903151,0.008884825,0.016123403,0.056153588,0.04770258,0.005869495,0.0059776986,0.060800716,0.050080493,0.030866228,0.005391263,0.00089885865,0.00212372,0.0011343358,0.0021709816,0.0014644773,0.00042407084,0.00080222695,0.00056077394,0.000513718,0.00046998844,0.00088258286,0.0017660016,0.0011221644,0.0024585966,0.002915345,0.017138198,0.015439477,0.003627606,0.001788386,0.0023779117,0.0010486301,0.0005236031,0.0012203759,0.0012224542,0.00072263187,0.0012600442,0.0003586512,0.000907421,0.000792359,0.0004287285,0.00029365005,0.00012156069,0.00012815265,0.00014917669,0.00012575605,0.0002169606,0.00018037642,0.00013493668,0.00014369025,0.00010425142,0.00011357618,0.00014519649,0.0003218233,0.00038884135,0.00051819044,0.0006022442,0.00022912702,0.00011172333,6.579172e-05,6.301379e-05,4.874718e-05,5.2172036e-05,9.383735e-05,0.00010170036,0.00017403076,0.00037433064,0.0004659034,0.0005757464,0.000439462,0.00020427456,0.00011463968,0.000114930066,6.190773e-05,6.0413495e-05,0.000109085144,0.00021612937,0.00037023268,0.00028620762,0.00036102225,0.00077476323,0.0005895011,0.00029701967,0.00020281314,0.00015071715,9.784778e-05,0.000100568504,8.896742e-05,9.904338e-05,0.000118114505,0.00010928875,6.335705e-05,3.8698057e-05,2.0772648e-05,3.2638683e-05,2.491399e-05,1.9585383e-05,1.793613e-05,1.3697036e-05,8.821976e-06,6.304547e-06,5.040254e-06,8.300952e-06,9.319569e-06,8.391139e-06,7.4167524e-06,6.1877136e-06,3.7762802e-06,2.0305708e-06,2.8675692e-07,2.2287606e-08,7.252427e-10,neutral
-687.24304,58.965412,-0.27530536,16.264652,4.0409164,5.848976,-4.356924,-4.302236,-12.883505,-0.8712497,-1.0777285,0.6024488,-1.3904735,-0.973914,-2.7824948,3.2965002,-5.6615033,-0.89766264,-1.0660449,0.20008187,-5.475903,-1.3394004,-1.7360635,-2.3967538,-2.2372901,-0.9264553,-4.1432776,-0.14959854,-1.9812207,0.21101154,-2.1090176,-2.5497577,-2.4528835,-3.2371826,-2.7362702,-1.9837608,-0.40397888,-3.0163662,-2.839689,-3.9572291,0.7866697,0.7520549,0.7161632,0.713766,0.72489965,0.71876305,0.7116478,0.7740985,0.7591398,0.7242684,0.73589146,0.7518335,2.4198237e-06,7.042411e-05,0.0059491307,0.0285111,0.06439885,0.013724061,0.002659454,0.014511307,0.023813857,0.031409673,0.012746425,0.0067948587,0.011023088,0.01710889,0.041317806,0.040073402,0.016049678,0.019385219,0.0132019315,0.046956982,0.03743637,0.0047137737,0.0013760091,0.02847234,0.072705984,0.04254591,0.0056684287,0.0007386356,0.0043633133,0.008507417,0.0027139317,0.00035086527,0.000118926495,0.0010024742,0.0030407042,0.0024043114,0.00089804805,0.0004913511,0.00086104084,0.00088320416,0.0011746631,0.0014193783,0.005220328,0.012854122,0.0040223743,0.002528702,0.0029422927,0.0027927118,0.0014784732,0.000764667,0.0007331356,0.00090531964,0.0015079898,0.0008177585,0.00066443934,0.0008921029,0.0005166354,0.00048559296,0.00015970934,6.889031e-05,7.79074e-05,9.913389e-05,0.00012009821,6.77355e-05,4.98335e-05,7.061211e-05,8.869509e-05,9.2739036e-05,0.00012517712,0.00023417077,0.00025484397,0.00041615218,0.0008172994,0.001132206,0.00030592352,0.00010353038,7.588396e-05,7.6180724e-05,5.091397e-05,7.0658236e-05,8.382891e-05,0.00015108775,0.00026069538,0.00027709178,0.00028345105,0.00042374324,0.0004260774,0.00032230245,0.0001357041,0.00013885568,0.000116758005,0.00014446648,0.00010991144,0.00027166816,0.00050650997,0.00040098611,0.00035843163,0.00031708693,0.00016651247,0.00015604975,0.00013766269,0.00012163542,0.0001445202,0.00015746079,9.786697e-05,5.315925e-05,5.3190113e-05,4.8552334e-05,1.9690398e-05,1.3935028e-05,1.4126099e-05,3.0340443e-05,3.45744e-05,2.1126922e-05,2.124573e-05,2.3709226e-05,1.681927e-05,1.2425582e-05,1.2628798e-05,1.49538655e-05,1.23410655e-05,1.2237267e-05,2.5335888e-05,6.469903e-06,1.6873312e-06,3.4296932e-07,2.7347822e-08,8.23206e-10,neutral
-729.57996,65.91619,-0.4074256,18.537952,4.7366405,5.2257648,-6.4563894,-0.71481043,-12.64829,-2.119253,-1.5633702,-0.74009055,-1.6387284,-1.2993118,-2.2045703,3.1792805,-6.862411,0.48692158,-2.2152781,-0.69314283,-5.3215375,-0.8028656,-3.085015,-4.0849257,-1.8012387,-1.2252603,-4.6674423,1.1127503,-2.7251627,0.13497795,-1.6094292,-1.7387112,-1.3255609,-3.0478787,-1.1141022,-1.0988085,-1.0921042,-2.4340825,-3.1356542,-3.4389796,0.7086513,0.7618135,0.7587012,0.6944484,0.6768978,0.6964196,0.6851484,0.7225135,0.73244053,0.752764,0.7849251,0.7184387,2.4050166e-06,3.9075738e-05,0.0012829613,0.011950059,0.022382751,0.024534144,0.0030647994,0.0085561965,0.01807709,0.014399741,0.014425446,0.02017886,0.0046840026,0.0029050536,0.005769787,0.0105549805,0.016577814,0.022626154,0.0046163728,0.0017212323,0.0017649835,0.010139684,0.008035785,0.00093095266,0.00034726431,0.0015919199,0.0052048936,0.003021566,0.0005115615,0.00021656686,0.00030648382,0.00027508958,0.00012277694,6.214746e-05,0.000110058056,0.00021860149,0.00014003894,0.00042666966,0.00019960877,9.510496e-05,0.00018734774,0.00020772469,0.0010386894,0.0015408382,0.00034507742,0.00011462416,0.00021728266,0.0009014718,0.00021864836,7.7024924e-05,0.0004483994,0.00026432783,8.643324e-05,0.00064138527,0.0008773905,0.0001191688,0.0001820573,0.00024142954,0.00021840517,0.0001651087,0.00047352564,0.0008415409,9.271229e-05,7.615184e-05,7.4655065e-05,5.317455e-05,6.348163e-05,0.00010442956,8.715939e-05,0.00014775385,0.00012505525,0.00025352166,0.0003250102,0.00015466605,0.00014719043,5.6820787e-05,4.8706046e-05,2.0320627e-05,1.3953055e-05,1.17413065e-05,1.4548922e-05,2.0505699e-05,3.3198216e-05,4.1566673e-05,5.5761953e-05,8.096492e-05,7.7389064e-05,5.713324e-05,2.2526665e-05,6.554812e-06,5.471963e-06,9.343109e-06,1.46143075e-05,2.0718999e-05,2.1798716e-05,1.7255285e-05,4.5278062e-05,3.209005e-05,3.006553e-05,2.0642918e-05,3.4182503e-05,3.2228952e-05,4.989898e-05,5.4460343e-05,4.0375893e-05,3.7005055e-05,3.2743654e-05,1.3378076e-05,6.3640023e-06,6.3583734e-06,5.6964323e-06,5.952284e-06,6.099027e-06,5.336041e-06,6.0936054e-06,6.5851796e-06,3.0643143e-06,2.6883004e-06,4.481325e-06,3.917719e-06,2.6008709e-06,5.341564e-06,1.9944496e-06,5.006756e-07,1.8107417e-07,4.2975785e-08,3.6566234e-09,1.2539023e-10,calm
-709.6865,70.090385,-1.0689305,14.438874,6.5478773,4.157954,-7.413512,-1.8262202,-11.025913,-2.2589307,-0.63299173,-0.16917111,-2.2294602,-1.6352787,-3.2171695,2.5612886,-6.170143,-1.0867716,-1.6838095,-0.69893825,-5.1550922,-1.3700778,-2.811188,-4.1564903,-2.1026137,-1.4985522,-4.1796756,-0.03500826,-2.4440582,-0.2739505,-2.8189096,-2.9307573,-2.735108,-4.1128235,-3.0386553,-1.986854,-1.3496952,-3.835365,-3.4986913,-4.8610144,0.73840374,0.76307935,0.7443105,0.74948287,0.70786905,0.69166416,0.7215199,0.7516396,0.75103325,0.73878413,0.7636506,0.7352473,1.6072869e-06,6.646402e-05,0.0063281306,0.01961454,0.015248311,0.030740485,0.007283278,0.011077024,0.0071003833,0.006256045,0.009721684,0.026624428,0.0076819314,0.0013740198,0.0042647794,0.0073840884,0.008951839,0.03104824,0.0210659,0.007078626,0.0035049932,0.0011553874,0.0027032797,0.009968193,0.004840518,0.00226028,0.0014338332,0.00219923,0.0045749214,0.0016350383,0.00029357712,0.00018553194,9.675404e-05,0.000110331144,0.0002684768,0.00032370636,0.00035316838,0.0005428905,0.00062258966,0.00037301666,0.0003119339,0.00056778395,0.0013270266,0.00087081286,0.00030609051,0.00042871424,0.00037345136,0.00012006938,0.00020457126,0.0007018058,0.00061370176,0.00023952595,0.00025969517,0.00039034168,0.00017741059,0.00036959516,0.00024166021,0.00019680969,0.0003876225,0.00033459612,0.00024184954,0.00043639255,0.0005523533,5.9583188e-05,5.484241e-05,8.873222e-05,5.4226228e-05,4.849312e-05,8.6630134e-05,8.436805e-05,0.00028158107,0.0001954871,0.00025185486,0.00019628384,9.020287e-05,6.1369894e-05,3.1850475e-05,3.075593e-05,1.330894e-05,1.8226245e-05,1.866986e-05,2.8141643e-05,4.376954e-05,5.3462813e-05,0.00010341167,0.00013841338,7.0305876e-05,2.8716904e-05,1.1589207e-05,4.4002622e-06,2.7467806e-06,2.3772998e-06,3.5337416e-06,1.0112161e-05,2.4866624e-05,2.6552789e-05,1.9007142e-05,2.4755138e-05,2.2366125e-05,1.855106e-05,1.6312086e-05,1.2507577e-05,1.8667855e-05,3.461998e-05,3.0741317e-05,2.0499025e-05,1.52373495e-05,1.078169e-05,7.424471e-06,3.6350043e-06,4.094138e-06,2.08479e-06,3.68909e-06,5.0120484e-06,4.654818e-06,3.3440242e-06,2.81843e-06,2.8148158e-06,2.7585759e-06,3.6558795e-06,3.3279514e-06,2.0389639e-06,1.2570329e-06,7.462034e-07,3.3058814e-07,8.332945e-08,6.16428e-09,2.038184e-10,calm
-699.9165,69.05924,-2.9845905,17.488914,2.185755,6.5624332,-4.8850527,-1.3770628,-11.910106,-1.4898529,-0.9043213,1.0506335,-1.0451857,-2.2500656,-0.56447554,1.956143,-7.912457,-1.2261853,-1.2891272,-0.7030399,-6.7232814,-0.8343622,-2.7882233,-2.911331,-2.5287204,-0.98170584,-5.371491,0.74384093,-3.5842803,-0.4418973,-2.7380068,-2.2175713,-2.0335288,-3.6762097,-3.621167,-2.6564772,-1.5188164,-2.979066,-4.0791297,-3.5605662,0.7098586,0.75449085,0.75896907,0.7337537,0.6940206,0.68090504,0.67754847,0.7010043,0.72463876,0.7249209,0.73417157,0.72158664,1.8654669e-06,8.661545e-05,0.008070403,0.05194683,0.03258903,0.0019372066,0.0036046654,0.030923903,0.043978285,0.011959829,0.0039750743,0.0075532002,0.01569708,0.013971919,0.011003223,0.011702214,0.010378192,0.010822748,0.013786823,0.013679103,0.02287782,0.013762024,0.012100434,0.014994852,0.020943284,0.025195051,0.008335958,0.005853854,0.007691572,0.0017258539,0.00043026236,0.0006021399,0.0015310759,0.0012823059,0.0009379739,0.00047273425,0.001116576,0.0010842514,0.0004317128,0.00074825954,0.0033718802,0.005429984,0.0066334363,0.010711153,0.005600322,0.0019196593,0.0019376806,0.0026774912,0.001203475,0.001123558,0.0011305586,0.0009113487,0.0011064017,0.000569713,0.00059161877,0.0008515036,0.00047897996,0.0010144359,0.00040857133,0.00018880777,0.00012528144,5.166864e-05,7.470957e-05,3.4821045e-05,7.7747514e-05,5.427812e-05,7.5187454e-05,6.0728875e-05,0.00014269508,0.00025893172,0.00024509284,0.00041722102,0.000327715,0.00032309952,0.00041246015,0.00023611177,9.691522e-05,4.686031e-05,3.701395e-05,3.7911595e-05,3.5275963e-05,5.387947e-05,5.9392958e-05,8.028305e-05,0.00014283147,0.00017893956,0.00016907768,0.00013165102,7.332349e-05,3.5481597e-05,3.7954112e-05,6.832624e-05,9.6465184e-05,0.0002368949,0.00085434684,0.0022074005,0.0021233694,0.0009946221,0.0005704342,0.00034954373,0.00020431078,0.00014639371,0.00013743198,0.00019710709,0.0001837448,0.00015790833,0.000119410775,6.423859e-05,3.4032066e-05,4.7555182e-05,3.4277557e-05,2.2588421e-05,2.4427074e-05,1.7922905e-05,1.1684066e-05,6.8406616e-06,4.2112724e-06,6.239392e-06,8.408257e-06,8.379157e-06,8.324638e-06,8.776948e-06,1.3428478e-05,9.968028e-06,4.9366727e-06,1.311603e-06,9.3815615e-08,1.7092172e-09,calm
-701.2548,72.46029,-2.626683,17.355131,4.750651,5.5525894,-3.980087,-2.5104334,-10.92657,-1.5176867,-1.6994507,0.813231,-0.7265093,-1.4832095,-1.3036149,2.883426,-6.9538193,-0.5626177,-1.5556724,-0.114843294,-7.0732665,-0.9353792,-2.7697535,-1.7825689,-2.7026107,-0.6118187,-4.2538967,-0.016572926,-3.555319,-0.28512624,-3.0568216,-2.207743,-1.7209593,-3.163274,-2.9188337,-2.395059,-0.59095347,-2.998619,-2.8504744,-3.9948616,0.70137787,0.7492168,0.75502867,0.71148247,0.6665178,0.6624998,0.67489284,0.7078798,0.7441894,0.7507419,0.7511378,0.7410152,4.044171e-06,8.092321e-05,0.0062828674,0.06521794,0.043774568,0.0019340608,0.0033039097,0.037753638,0.058965135,0.013442595,0.002456924,0.006887887,0.015976153,0.014664593,0.006994823,0.011123693,0.015669178,0.021060593,0.033513702,0.017710507,0.035301268,0.027904622,0.024729263,0.025216337,0.023380214,0.0173395,0.005510099,0.0014873333,0.0014005449,0.000910564,0.0007429936,0.0006399191,0.000894535,0.0009860465,0.00038797772,0.00033610244,0.00066779705,0.0010928963,0.0005833238,0.00041243015,0.001665044,0.0035373333,0.0054999497,0.0058300593,0.00605588,0.0019980657,0.001231334,0.0013610068,0.0015988876,0.0011976347,0.0008098972,0.00036676953,0.0006215504,0.0005871668,0.00036838136,0.00044495444,0.00072918454,0.00064971857,0.00012870434,0.00015204889,0.00016540776,6.539109e-05,0.00010884725,2.7033879e-05,7.1131275e-05,4.5717083e-05,9.178389e-05,5.545959e-05,0.00012214173,0.00015645333,0.000213038,0.00030843122,0.00040201476,0.00039274996,0.00031344255,8.472606e-05,5.1153536e-05,3.5123343e-05,3.4352717e-05,4.058171e-05,5.0203755e-05,7.1530405e-05,8.3464234e-05,0.000114570306,0.00012433823,0.00011367683,0.00017646317,0.00017375291,4.8368343e-05,3.363359e-05,2.7281914e-05,3.9477498e-05,7.02875e-05,0.00018855205,0.00029211296,0.0002865751,0.00048327356,0.0004677624,0.00022931537,8.979368e-05,9.7291086e-05,7.568703e-05,6.664692e-05,7.8262245e-05,9.039577e-05,7.581648e-05,3.7934522e-05,3.650607e-05,2.4422488e-05,1.9711899e-05,1.4932863e-05,1.30247245e-05,3.2534794e-05,3.165358e-05,1.4350934e-05,6.8859013e-06,3.0802896e-06,2.6109992e-06,2.9182618e-06,6.040524e-06,7.3564897e-06,1.2707935e-05,9.6125905e-06,4.9649916e-06,1.5304427e-06,3.085328e-07,3.056063e-08,9.454161e-10,calm
-737.1616,74.88166,-0.08566179,18.107159,5.129498,5.868424,-7.591034,0.83355343,-9.865348,-1.1512749,-1.110042,2.8614292,-2.8342924,-1.3606292,-2.024744,2.361805,-3.5719514,-1.1406132,-1.6189791,2.0332303,-7.8122826,0.5877808,-3.0783343,-3.709755,-1.9797415,-0.8637207,-3.0465248,0.6681049,-2.8046947,-0.35130125,-2.920537,-3.553971,-3.0878098,-2.8713543,-4.511066,-0.3559082,-2.0319257,-3.309246,-3.9585876,-4.088398,0.71429175,0.75195336,0.79217523,0.7414257,0.7008637,0.72709507,0.7266719,0.7786368,0.7548028,0.6997155,0.7181326,0.7602008,3.61295e-06,0.00010088734,0.011527072,0.032371286,0.011638732,0.0006397208,0.0034485515,0.010661791,0.016108828,0.004358995,0.004438781,0.0044648023,0.009703869,0.007634636,0.0038087605,0.003460149,0.0022386394,0.009266247,0.0075640986,0.0026440218,0.0023695987,0.0031143937,0.0015506778,0.00075971265,0.0018013825,0.0034519408,0.0010167647,0.0004921145,0.0012339352,0.00097329327,0.00029967347,0.00013657015,0.00012051254,0.00015485505,0.00016582107,0.00016672518,0.00021573475,0.00051663833,0.00034812622,0.00013013168,0.00019841056,0.00047309726,0.0007958122,0.0006041246,0.0002731587,0.0001505223,0.0001725418,9.075734e-05,0.00023998921,0.00020222322,0.00011425393,0.00014600245,0.00021018057,7.291305e-05,0.00011106169,0.00018267788,0.00010083731,0.00019328961,0.00020527032,0.00015076785,7.353441e-05,0.00025868748,4.729476e-05,3.841395e-05,2.5695195e-05,4.83786e-05,5.0491864e-05,4.7707555e-05,5.6542536e-05,0.000106455656,0.00011649262,0.000193398,9.6202326e-05,4.894654e-05,2.6862472e-05,2.5024827e-05,2.8304585e-05,1.9114876e-05,7.2993353e-06,1.3349791e-05,1.4658537e-05,1.2538137e-05,2.3642675e-05,2.9283834e-05,4.9145794e-05,4.6304413e-05,2.3495222e-05,8.096463e-06,4.191126e-06,2.471792e-06,2.0326008e-06,3.982993e-06,5.593981e-06,1.3307545e-05,2.2237477e-05,3.039507e-05,3.4194723e-05,2.9179584e-05,1.5881142e-05,1.3882811e-05,1.5885797e-05,1.1233339e-05,1.6737802e-05,1.7782635e-05,8.660894e-06,8.514477e-06,9.606752e-06,4.7328576e-06,2.6393968e-06,2.311365e-06,3.1003153e-06,2.9334753e-06,3.9572487e-06,3.167402e-06,3.3331028e-06,2.755172e-06,1.7903287e-06,1.0344827e-06,1.1313602e-06,1.099785e-06,9.748179e-07,8.9083585e-07,8.1402703e-07,6.9523924e-07,2.6673453e-07,4.745061e-08,5.6674403e-09,1.2350285e-10,calm
-700.8251,71.64476,-4.7149067,16.082224,2.7951205,4.5570836,-8.393302,-2.3456366,-11.432027,-1.5738155,-0.41185528,1.3983011,-3.7397115,-2.2864492,-2.2605288,1.0399411,-5.6999507,-0.780331,-1.9741524,0.74839324,-7.194042,0.7104508,-2.6016412,-3.4220655,-2.4859874,-1.5924457,-4.407141,-0.17712627,-2.3359492,-1.1411586,-3.4238176,-3.0683718,-3.5843346,-3.6017609,-4.51814,-1.9208233,-1.3226942,-3.0734503,-3.627471,-4.250219,0.70994574,0.73953927,0.72651625,0.7188641,0.7114275,0.7033564,0.7118266,0.73899084,0.7522416,0.712308,0.6932199,0.7048015,1.9984977e-06,6.305125e-05,0.005158353,0.023848753,0.029621221,0.0036555484,0.0012146188,0.008126655,0.0115856975,0.019702274,0.006571141,0.0029530986,0.0033137032,0.004684358,0.026819034,0.01611408,0.0016139264,0.002422176,0.003895387,0.0050974516,0.0026183191,0.0012405246,0.0024763008,0.0032996915,0.0012074219,0.0011714209,0.0015080951,0.0013757815,0.00076638826,0.00036438377,0.000322984,0.00021295191,0.00015339551,0.000152498,0.00025401625,0.00032250935,0.0003406621,0.00032858297,0.00021838985,0.00019994019,0.0004264792,0.00045968563,0.0005121734,0.00038407024,0.00025137654,0.00038216342,0.00022326858,0.00015054755,0.000513408,0.00020254076,0.00012611532,0.0003791456,0.00027675292,8.642186e-05,0.0002691375,0.0002766148,0.0001083371,0.0002460067,0.00016422442,0.00010090624,8.549598e-05,0.000103565246,3.5682602e-05,2.0807069e-05,2.7479615e-05,2.6364916e-05,3.0973497e-05,1.9671743e-05,6.128347e-05,8.1786806e-05,9.001111e-05,8.9961046e-05,8.4470055e-05,6.350806e-05,4.1062824e-05,3.1993623e-05,2.57381e-05,1.7251328e-05,9.581836e-06,1.02746335e-05,1.499472e-05,1.5643443e-05,1.6936841e-05,1.7452647e-05,3.2188225e-05,3.9430746e-05,2.4540683e-05,1.4738468e-05,7.928782e-06,4.655621e-06,5.436547e-06,8.359232e-06,9.570876e-06,1.6502685e-05,3.5059966e-05,3.403526e-05,7.1718736e-05,7.72873e-05,0.00011318666,9.1415954e-05,6.8490954e-05,7.979317e-05,0.00010557987,6.0931397e-05,7.217125e-05,3.6466525e-05,2.7828793e-05,1.9509122e-05,1.0860174e-05,6.386249e-06,4.9222836e-06,7.479611e-06,8.614134e-06,1.26631985e-05,9.364716e-06,3.8351463e-06,2.4914762e-06,3.906266e-06,4.0114364e-06,2.5823306e-06,1.4394147e-06,2.0718412e-06,2.2352883e-06,1.2603899e-06,5.87965e-07,1.2948578e-07,1.6418301e-08,2.5400218e-10,calm
